Course,Section,Course_Title,Exam_Type,Exam_Start_Time,Exam_End_Time,Building,Room,Rows_From,Row_Start,Row_End
CHEE 582,1,Polymer Science & Engineering,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,30-Apr-2024 at 9:00 AM,30-Apr-2024 at 12:00 PM,GYM,MAIN GYM,8-9,AAA,ZZZ
CHEM 120,1,General Chemistry 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,9-38,AAA,ZZZ
CHEM 120,2,General Chemistry 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,9-38,AAA,ZZZ
CHEM 181,1,World of Chem: Food,ONLINE - TIMED EXAM - 3 HOURS,19-Apr-2024 at 6:30 PM,19-Apr-2024 at 9:30 PM,ONLINE,EXAM,AAA,ZZZ,
CHEM 204,1,Physical Chem/Biological Scis1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,22-Apr-2024 at 2:00 PM,22-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,44-45,AAA,ZZZ
CHEM 214,1,Physical Chem./Biol. Sci. 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 2:00 PM,29-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,34-35,AAA,ZZZ
CHEM 219,1,Intro to Atmospheric Chemistry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,35,AAA,ZZZ
CHEM 222,1,Intro Organic Chemistry 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 2:00 PM,15-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,1-22,AAA,ZZZ
CHEM 222,2,Intro Organic Chemistry 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 2:00 PM,15-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,1-22,AAA,ZZZ
CHEM 233,1,Topics in Physical Chemistry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2024 at 9:00 AM,18-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,21-22,AAA,ZZZ
CHEM 234,1,Topics in Organic Chemistry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 2:00 PM,15-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,1-22,AAA,ZZZ
CHEM 273,1,IntroPhysclChem2:Kinetics&Meth,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,23-Apr-2024 at 2:00 PM,23-Apr-2024 at 5:00 PM,MAASS,217,AAA,ZZZ,
CHEM 281,1,Inorganic Chemistry 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,MAASS,112,AAA,ZZZ,
CHEM 332,1,Biological Chemistry,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,25-Apr-2024 at 2:00 PM,25-Apr-2024 at 5:00 PM,MAASS,217,AAA,ZZZ,
CHEM 334,1,Advanced Materials,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,22-Apr-2024 at 9:00 AM,22-Apr-2024 at 12:00 PM,MAASS,217,AAA,ZZZ,
CHEM 355,1,Applications of Quantum Chem.,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2024 at 9:00 AM,18-Apr-2024 at 12:00 PM,GYM,MAIN GYM,3-4,AAA,ZZZ
CHEM 377,1,Instrumental Analysis 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,24,AAA,ZZZ
CHEM 462,1,Green Chemistry,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,MAASS,328,AAA,ZZZ,
CHEM 482,1,Organic Chem:Natural Products,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,MAASS,217,AAA,ZZZ,
CHEM 502,1,Advanced Bio-Organic Chemistry,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,MAASS,10,AAA,ZZZ,
CHEM 503,1,Drug Discovery,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,22-Apr-2024 at 9:00 AM,22-Apr-2024 at 12:00 PM,MAASS,10,AAA,ZZZ,
CHEM 505,1,Comp Model of Molecules & Mtls,ONLINE - TAKE-HOME - 72 HOURS,15-Apr-2024 at 9:00 AM,18-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
CHEM 532,1,Structural Organic Chemistry,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,MAASS,328,AAA,ZZZ,
CHEM 533,1,Small Molecule Crystallography,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,MAASS,328,AAA,ZZZ,
CHEM 577,1,Electrochemistry,ONLINE - TAKE-HOME - 72 HOURS,16-Apr-2024 at 9:00 AM,19-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
CIVE 202,1,Construction Materials,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2024 at 9:00 AM,18-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,23-25,AAA,ZZZ
CIVE 205,1,Statics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,GYM,STUDIO 2,1-7,AAA,ZZZ
CIVE 206,1,Dynamics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,27-29,AAA,ZZZ
CIVE 207,1,Solid Mechanics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,STUDIO 1,1-7,AAA,MIC
CIVE 207,1,Solid Mechanics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,STUDIO 2,1-5,MIG,ZZZ
CIVE 225,1,Environmental Engineering,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,GYM,MAIN GYM,35-41,AAA,ZZZ
CIVE 302,1,Probabilistic Systems,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,STUDIO 1,1-7,AAA,ZZZ
CIVE 318,1,Structural Engineering 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 2:00 PM,19-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,19-21,AAA,ZZZ
CIVE 319,1,Transportation Engineering,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,GYM,MAIN GYM,3-8,AAA,ZZZ
CIVE 324,1,Sustainable Project Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,30-Apr-2024 at 9:00 AM,30-Apr-2024 at 12:00 PM,GYM,MAIN GYM,10-15,AAA,ZZZ
CIVE 327,1,Fluid Mechanics & Hydraulics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2024 at 2:00 PM,18-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,25-28,AAA,ZZZ
CIVE 416,1,Geotechnical Engineering,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,GYM,MAIN GYM,3-5,AAA,ZZZ
CIVE 460,1,Matrix Structural Analysis,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,MAIN GYM,15-17,AAA,ZZZ
CIVE 463,1,Design of Concrete Structures,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Apr-2024 at 9:00 AM,16-Apr-2024 at 12:00 PM,GYM,STUDIO 2,1-6,AAA,ZZZ
CIVE 512,1,Advanced Civil Engrg Materials,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,WONG,1020,AAA,ZZZ,
CIVE 540,1,Urban Transportation Planning,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,RPHYS,115,AAA,ZZZ,
CIVE 542,1,Transport Network Analysis,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,RPHYS,115,AAA,ZZZ,
CIVE 546,1,Selected Topics in Civil Eng 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,RPHYS,115,AAA,ZZZ,
CIVE 550,1,Water Resources Management,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,17-Apr-2024 at 2:00 PM,17-Apr-2024 at 5:00 PM,RPHYS,115,AAA,ZZZ,
CIVE 555,1,Environmental Data Analysis,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2024 at 9:00 AM,18-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,30,AAA,ZZZ
CLAS 212,1,Introductory Latin 2,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,MCMED,1034,AAA,ZZZ,
CLAS 212,2,Introductory Latin 2,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,LEA,617,AAA,ZZZ,
CLAS 222,1,Introductory Ancient Greek 2,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,25-Apr-2024 at 2:00 PM,25-Apr-2024 at 5:00 PM,MCMED,1034,AAA,ZZZ,
CLAS 230D2,1,Introductory Modern Greek,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,23-Apr-2024 at 2:00 PM,23-Apr-2024 at 5:00 PM,ARTS,260,AAA,ZZZ,
CLAS 302,1,Roman Literature and Society,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,LEA,26,AAA,ZZZ,
CLAS 312,1,Intermediate Latin 2,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,ARTS,260,AAA,ZZZ,
CLAS 332,1,Intermediate Modern Greek 2,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Apr-2024 at 2:00 PM,18-Apr-2024 at 5:00 PM,LEA,110,AAA,ZZZ,
CLAS 350,1,Special Topics in Classics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,RPHYS,112,AAA,ZZZ,
CLAS 406,1,Greek and Roman Historiography,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,MCMED,1034,AAA,ZZZ,
CLAS 412,1,Advanced Latin: Themes,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,22-Apr-2024 at 9:00 AM,22-Apr-2024 at 12:00 PM,LEA,808,AAA,ZZZ,
CLAS 422,1,Advanced Ancient Greek: Themes,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,LEA,638,AAA,ZZZ,
CLAS 612,1,Topics in Latin Literature,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,22-Apr-2024 at 9:00 AM,22-Apr-2024 at 12:00 PM,LEA,808,AAA,ZZZ,
CLAS 622,1,Topics in Ancient Greek Lit,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,LEA,638,AAA,ZZZ,
COMP 204,1,Comp. Programming for Life Sci,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,18-23,AAA,ZZZ
COMP 206,1,Intro to Software Systems,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,3-25,AAA,ZZZ
COMP 208,1,Computer Programming for PS&E,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 2:00 PM,29-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,36-45,AAA,ZZZ
COMP 208,2,Computer Programming for PS&E,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 2:00 PM,29-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,36-45,AAA,ZZZ
COMP 251,1,Algorithms and Data Structures,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,9-23,AAA,ZZZ
COMP 252,1,Honours Algorithms&Data Struct,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,LEA,219,AAA,ZZZ,
COMP 302,1,Programming Lang & Paradigms,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2024 at 2:00 PM,17-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,27-38,AAA,ZZZ
COMP 303,1,Software Design,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,9-17,AAA,ZZZ
COMP 310,1,Operating Systems,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 2:00 PM,15-Apr-2024 at 5:00 PM,GYM,MAIN GYM,2-21,AAA,ZZZ
COMP 330,1,Theory of Computation,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,GYM,STUDIO 1,1-7,AAA,O'CO
COMP 330,1,Theory of Computation,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,GYM,STUDIO 2,1-6,PAN,ZZZ
COMP 360,1,Algorithm Design,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 2:00 PM,29-Apr-2024 at 5:00 PM,GYM,STUDIO 1,1-7,AAA,NOC
COMP 360,1,Algorithm Design,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 2:00 PM,29-Apr-2024 at 5:00 PM,GYM,STUDIO 2,1-7,PAR,ZZZ
COMP 362,1,Honours Algorithm Design,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Apr-2024 at 2:00 PM,16-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,32-33,AAA,ZZZ
COMP 409,1,Concurrent Programming,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,GYM,MAIN GYM,6-13,AAA,ZZZ
COMP 421,1,Database Systems,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2024 at 9:00 AM,26-Apr-2024 at 12:00 PM,GYM,MAIN GYM,10-35,AAA,ZZZ
COMP 540,1,Matrix Computations,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,MAIN GYM,18-20,AAA,ZZZ
COMP 546,1,Computational Perception,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2024 at 9:00 AM,18-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,42-44,AAA,ZZZ
COMP 551,1,Applied Machine Learning,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,22-Apr-2024 at 2:00 PM,22-Apr-2024 at 5:00 PM,GYM,MAIN GYM,4-19,AAA,ZZZ
COMP 553,1,Algorithmic Game Theory,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,MAIN GYM,25-27,AAA,ZZZ
COMP 557,1,Fundamentals of Comp. Graphics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,GYM,MAIN GYM,8-11,AAA,ZZZ
COMP 559,1,Fund. Computer Animation,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,30-Apr-2024 at 9:00 AM,30-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,32,AAA,ZZZ
EAST 220D2,1,First Level Korean,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,26-27,AAA,ZZZ
EAST 220D2,2,First Level Korean,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,26-27,AAA,ZZZ
EAST 230D2,1,First Level Chinese,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,MAIN GYM,21-23,AAA,ZZZ
EAST 230D2,2,First Level Chinese,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,MAIN GYM,21-23,AAA,ZZZ
EAST 240D2,1,First Level Japanese,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,1-3,AAA,ZZZ
EAST 240D2,2,First Level Japanese,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,1-3,AAA,ZZZ
EAST 240D2,3,First Level Japanese,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,1-3,AAA,ZZZ
EAST 242,1,Japanese Writing Beginners 2,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,ARTS,385,AAA,ZZZ,
EAST 279,1,Introduction to Film History,ONLINE - TAKE-HOME - 9 DAYS,11-Apr-2024 at 12:00 AM,20-Apr-2024 at 12:00 AM,TAKE,HOME,AAA,ZZZ,
EAST 320D2,1,Second Level Korean,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,ARTS,230,AAA,ZZZ,
EAST 330D2,1,Second Level Chinese,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,25-Apr-2024 at 2:00 PM,25-Apr-2024 at 5:00 PM,LEA,15,AAA,ZZZ,
EAST 330D2,2,Second Level Chinese,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,25-Apr-2024 at 2:00 PM,25-Apr-2024 at 5:00 PM,LEA,15,AAA,ZZZ,
EAST 340D2,1,Second Level Japanese,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,BIRKS,111,AAA,ZZZ,
EAST 340D2,2,Second Level Japanese,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,BIRKS,111,AAA,ZZZ,
EAST 342,1,Japanese Writing Intermed. 2,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,ARTS,350,AAA,ZZZ,
EAST 430D2,1,Third Level Chinese,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,LEA,15,AAA,ZZZ,
EAST 440D2,1,Third Level Japanese,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,SH680,395,AAA,ZZZ,
EAST 530D2,1,Fourth Level Chinese,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,SH680,451,AAA,ZZZ,
EAST 540D2,1,Fourth Level Japanese,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,SH680,465,AAA,ZZZ,
ECON 208,1,Microeconomic Analysis&Applic,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,GYM,MAIN GYM,14-33,AAA,ZZZ
ECON 209,1,Macroeconomic Analysis&Applic,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,1-15,AAA,ZZZ
ECON 209,2,Macroeconomic Analysis&Applic,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,1-15,AAA,ZZZ
ECON 219,3,Current Econ Problems: Topics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,30-Apr-2024 at 9:00 AM,30-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,1-8,AAA,ZZZ
ECON 227D2,1,Economic Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2024 at 9:00 AM,26-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,11-14,AAA,ZZZ
ECON 227D2,2,Economic Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2024 at 9:00 AM,26-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,15-18,AAA,ZZZ
ECON 230D2,1,Microeconomic Theory,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 2:00 PM,29-Apr-2024 at 5:00 PM,GYM,MAIN GYM,3-14,AAA,ZZZ
ECON 230D2,2,Microeconomic Theory,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 2:00 PM,29-Apr-2024 at 5:00 PM,GYM,MAIN GYM,15-22,AAA,ZZZ
ECON 250D2,1,Intro to Econ Theory: Honours,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,22-Apr-2024 at 2:00 PM,22-Apr-2024 at 5:00 PM,GYM,MAIN GYM,20-23,AAA,ZZZ
ECON 257D2,1,Economic Statistics-Honours,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,GYM,MAIN GYM,32-34,AAA,ZZZ
ECON 295,1,Macroeconomic Policy,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,GYM,MAIN GYM,27-42,AAA,ZZZ
ECON 295,2,Macroeconomic Policy,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,39-45,AAA,ZZZ
ECON 304,1,Financial Instruments and Inst.,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,22-Apr-2024 at 9:00 AM,22-Apr-2024 at 12:00 PM,GYM,STUDIO 1,1-7,AAA,MOL
ECON 304,1,Financial Instruments and Inst.,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,22-Apr-2024 at 9:00 AM,22-Apr-2024 at 12:00 PM,GYM,STUDIO 2,1-7,MOR,ZZZ
ECON 310,1,Intro to Behavioural Economics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Apr-2024 at 9:00 AM,16-Apr-2024 at 12:00 PM,GYM,MAIN GYM,24-27,AAA,ZZZ
ECON 313,1,Economic Development 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,GYM,MAIN GYM,6-20,AAA,ZZZ
ECON 314,1,Economic Development 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,22-Apr-2024 at 2:00 PM,22-Apr-2024 at 5:00 PM,GYM,MAIN GYM,33-37,AAA,ZZZ
ECON 333,1,Macroeconomic Theory -Majors 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,32-40,AAA,ZZZ
ECON 338,1,Intro Econometrics 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,18,AAA,ZZZ
ECON 350,1,Gender and Economics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,30-32,AAA,ZZZ
ECON 406,1,Topics in Economic Policy,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2024 at 2:00 PM,17-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,39-40,AAA,ZZZ
ECON 409,1,Public Sector Economics 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,GYM,STUDIO 2,1-6,AAA,ZZZ
ECON 420,1,Topics in Economic Theory,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,LEA,15,AAA,ZZZ,
ECON 424,1,International Payments,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,STUDIO 2,1-5,AAA,ZZZ
ECON 447,1,Economics of Info&Uncertainty,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2024 at 9:00 AM,18-Apr-2024 at 12:00 PM,GYM,MAIN GYM,5-6,AAA,ZZZ
ECON 450,1,Adv Economic Theory 1-Honours,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Apr-2024 at 2:00 PM,16-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,39-40,AAA,ZZZ
ECON 469,1,Econometrics 2 - Honours,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,ARTS,260,AAA,ZZZ,
